gene_id,gene_symbol,description,gene_type,transcript_accession,protein_accession
107292705,LOC107292705,arylamine N-acetyltransferase 2-like,PROTEIN_CODING,XM_015821813.1,XP_015677299.1
107292707,LOC107292707,H/ACA ribonucleoprotein complex subunit 3,PROTEIN_CODING,XM_015821815.2,XP_015677301.1
107292714,WNT5A,Wnt family member 5A,PROTEIN_CODING,XM_015821823.1,XP_015677309.1
107292714,WNT5A,Wnt family member 5A,PROTEIN_CODING,XM_015821821.1,XP_015677307.1
107292714,WNT5A,Wnt family member 5A,PROTEIN_CODING,XM_015821822.1,XP_015677308.1
107292746,GEM,GTP binding protein overexpressed in skeletal muscle,PROTEIN_CODING,XM_015821863.1,XP_015677349.1
107292751,SLC25A32,solute carrier family 25 member 32,PROTEIN_CODING,XM_015821871.1,XP_015677357.1
107292754,LOC107292754,plastin-1-like,PROTEIN_CODING,XM_015821870.1,XP_015677356.1
107292760,U2SURP,U2 snRNP associated SURP domain containing,PROTEIN_CODING,XM_015821878.1,XP_015677364.1
107292760,U2SURP,U2 snRNP associated SURP domain containing,PROTEIN_CODING,XM_015821879.1,XP_015677365.1
107292770,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,PROTEIN_CODING,XM_015821890.1,XP_015677376.1
107292779,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha,PROTEIN_CODING,XM_015821900.1,XP_015677386.1
107292801,RSPH1,radial spoke head component 1,PROTEIN_CODING,XM_015821925.1,XP_015677411.1
107292804,ARMT1,acidic residue methyltransferase 1,PROTEIN_CODING,XM_015821931.1,XP_015677417.1
107292808,TRAPPC8,trafficking protein particle complex subunit 8,PROTEIN_CODING,XM_015821932.1,XP_015677418.1
107292823,MAPK14,mitogen-activated protein kinase 14,PROTEIN_CODING,XM_015821949.1,XP_015677435.1
107292823,MAPK14,mitogen-activated protein kinase 14,PROTEIN_CODING,XM_015821950.2,XP_015677436.1
107292839,RFC5,replication factor C subunit 5,PROTEIN_CODING,XM_015821965.1,XP_015677451.1
107292839,RFC5,replication factor C subunit 5,PROTEIN_CODING,XM_015821966.1,XP_015677452.1
107292845,LOC107292845,zinc finger protein 239-like,PROTEIN_CODING,XM_015821972.1,XP_015677458.1
107292892,CIBAR2,CBY1 interacting BAR domain containing 2,PROTEIN_CODING,XM_015822018.1,XP_015677504.1
107292915,LYPD6B,LY6/PLAUR domain containing 6B,PROTEIN_CODING,XM_029285323.1,XP_029141156.1
107292918,CTSK,cathepsin K,PROTEIN_CODING,XM_015822043.1,XP_015677529.1
107292918,CTSK,cathepsin K,PROTEIN_CODING,XM_015822042.1,XP_015677528.1
107292935,PTPMT1,protein tyrosine phosphatase mitochondrial 1,PROTEIN_CODING,XM_015822061.1,XP_015677547.1
107292940,NAP1L4,nucleosome assembly protein 1 like 4,PROTEIN_CODING,XM_015822068.2,XP_015677554.1
107292940,NAP1L4,nucleosome assembly protein 1 like 4,PROTEIN_CODING,XM_015822067.1,XP_015677553.1
107292940,NAP1L4,nucleosome assembly protein 1 like 4,PROTEIN_CODING,XM_015822069.1,XP_015677555.1
107292941,CARS1,cysteinyl-tRNA synthetase 1,PROTEIN_CODING,XM_015822072.1,XP_015677558.1
107292941,CARS1,cysteinyl-tRNA synthetase 1,PROTEIN_CODING,XM_015822070.1,XP_015677556.1
107292945,LOC107292945,desmocollin-2,PROTEIN_CODING,XM_015822076.1,XP_015677562.1
107292945,LOC107292945,desmocollin-2,PROTEIN_CODING,XM_015822077.1,XP_015677563.1
107292954,CFL2,cofilin 2,PROTEIN_CODING,XM_015822085.1,XP_015677571.1
107292980,RAB7A,"RAB7A, member RAS oncogene family",PROTEIN_CODING,XM_015822119.1,XP_015677605.1
107292980,RAB7A,"RAB7A, member RAS oncogene family",PROTEIN_CODING,XM_015822111.1,XP_015677597.1
107292984,LOC107292984,zinc finger protein 474,PROTEIN_CODING,XR_001549010.1,
107292984,LOC107292984,zinc finger protein 474,PROTEIN_CODING,XR_001549009.1,
107292984,LOC107292984,zinc finger protein 474,PROTEIN_CODING,XM_015822112.1,XP_015677598.1
107293007,TM2D3,TM2 domain containing 3,PROTEIN_CODING,XM_015822136.1,XP_015677622.1
107293013,COMMD10,COMM domain containing 10,PROTEIN_CODING,XM_015822142.1,XP_015677628.1
107293045,TXLNB,taxilin beta,PROTEIN_CODING,XM_015822176.1,XP_015677662.1
107293047,ZCCHC17,zinc finger CCHC-type containing 17,PROTEIN_CODING,XM_015822178.1,XP_015677664.1
107293051,SERINC2,serine incorporator 2,PROTEIN_CODING,XM_015822181.1,XP_015677667.1
107293051,SERINC2,serine incorporator 2,PROTEIN_CODING,XM_015822182.1,XP_015677668.1
107293052,FABP3,fatty acid binding protein 3,PROTEIN_CODING,XM_015822183.1,XP_015677669.1
107293055,POSTN,periostin,PROTEIN_CODING,XM_015822188.1,XP_015677674.1
107293066,LTBP2,latent transforming growth factor beta binding protein 2,PROTEIN_CODING,XM_029285310.1,XP_029141143.1
107293076,FCF1,FCF1 rRNA-processing protein,PROTEIN_CODING,XM_015822212.1,XP_015677698.1
107293076,FCF1,FCF1 rRNA-processing protein,PROTEIN_CODING,XM_015822211.1,XP_015677697.1
107293079,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,PROTEIN_CODING,XM_015822215.1,XP_015677701.1
107293106,LOC107293106,protein jagged-2-like,PROTEIN_CODING,XM_015822244.1,XP_015677730.1
107293107,NUDT14,nudix hydrolase 14,PROTEIN_CODING,XM_029285320.1,XP_029141153.1
107293107,NUDT14,nudix hydrolase 14,PROTEIN_CODING,XM_029285321.1,XP_029141154.1
107293108,SS18,SS18 subunit of BAF chromatin remodeling complex,PROTEIN_CODING,XM_015822426.1,XP_015677912.1
107293108,SS18,SS18 subunit of BAF chromatin remodeling complex,PROTEIN_CODING,XM_015822352.1,XP_015677838.1
107293108,SS18,SS18 subunit of BAF chromatin remodeling complex,PROTEIN_CODING,XM_015822280.1,XP_015677766.1
107293154,LOC107293154,uncharacterized LOC107293154,PROTEIN_CODING,XM_015822291.1,XP_015677777.1
107293154,LOC107293154,uncharacterized LOC107293154,PROTEIN_CODING,XM_015822292.1,XP_015677778.1
107293154,LOC107293154,uncharacterized LOC107293154,PROTEIN_CODING,XM_015822293.1,XP_015677779.1
107293162,NSDHL,NAD(P) dependent steroid dehydrogenase-like,PROTEIN_CODING,XM_015822304.1,XP_015677790.1
107293164,LOC107293164,DNA-directed RNA polymerases I and III subunit RPAC2-like,PROTEIN_CODING,XM_015822307.1,XP_015677793.1
107293164,LOC107293164,DNA-directed RNA polymerases I and III subunit RPAC2-like,PROTEIN_CODING,XM_015822306.1,XP_015677792.1
107293176,LOC107293176,gallinacin-9,PROTEIN_CODING,XM_015822322.1,XP_015677808.1
107293214,XIRP2,xin actin binding repeat containing 2,PROTEIN_CODING,XM_015822354.1,XP_015677840.1
107293215,NSUN3,NOP2/Sun RNA methyltransferase 3,PROTEIN_CODING,XM_029285342.1,XP_029141175.1
107293215,NSUN3,NOP2/Sun RNA methyltransferase 3,PROTEIN_CODING,XM_015822356.1,XP_015677842.1
107293215,NSUN3,NOP2/Sun RNA methyltransferase 3,PROTEIN_CODING,XM_015822355.1,XP_015677841.1
107293215,NSUN3,NOP2/Sun RNA methyltransferase 3,PROTEIN_CODING,XM_029285341.1,XP_029141174.1
107293215,NSUN3,NOP2/Sun RNA methyltransferase 3,PROTEIN_CODING,XM_015822357.1,XP_015677843.1
107293218,PROS1,protein S,PROTEIN_CODING,XM_015822361.2,XP_015677847.2
107293229,PYGM,"glycogen phosphorylase, muscle associated",PROTEIN_CODING,XM_015822372.1,XP_015677858.1
107293251,FNDC1,fibronectin type III domain containing 1,PROTEIN_CODING,XM_029285348.1,XP_029141181.1
107293258,LOC107293258,FH1/FH2 domain-containing protein 3,PROTEIN_CODING,XM_015822402.1,XP_015677888.1
107293264,LOC107293264,probable phospholipid-transporting ATPase IF,PROTEIN_CODING,XM_015822408.1,XP_015677894.1
107293273,IFT57,intraflagellar transport 57,PROTEIN_CODING,XM_015822422.1,XP_015677908.1
107293274,TASP1,taspase 1,PROTEIN_CODING,XM_015822427.1,XP_015677913.1
107293304,LYRM7,LYR motif containing 7,PROTEIN_CODING,XM_015822452.1,XP_015677938.1
107293304,LYRM7,LYR motif containing 7,PROTEIN_CODING,XM_015822451.1,XP_015677937.1
107293305,CDC42SE2,CDC42 small effector 2,PROTEIN_CODING,XM_015822453.1,XP_015677939.1
107293306,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,PROTEIN_CODING,XM_015822457.1,XP_015677943.1
107293306,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,PROTEIN_CODING,XM_015822464.1,XP_015677950.1
107293325,RXYLT1,ribitol xylosyltransferase 1,PROTEIN_CODING,XM_015822473.1,XP_015677959.1
107293331,EIF4A2,eukaryotic translation initiation factor 4A2,PROTEIN_CODING,XR_001549024.2,
107293331,EIF4A2,eukaryotic translation initiation factor 4A2,PROTEIN_CODING,XR_001549023.2,
107293331,EIF4A2,eukaryotic translation initiation factor 4A2,PROTEIN_CODING,XM_015822480.2,XP_015677966.1
107293331,EIF4A2,eukaryotic translation initiation factor 4A2,PROTEIN_CODING,XM_015822481.2,XP_015677967.1
107293402,RNASEH2B,ribonuclease H2 subunit B,PROTEIN_CODING,XM_015822552.1,XP_015678038.1
107293404,FKBP1B,FKBP prolyl isomerase 1B,PROTEIN_CODING,XM_015822554.1,XP_015678040.1
107293405,UBXN2A,UBX domain protein 2A,PROTEIN_CODING,XM_015822555.1,XP_015678041.1
107293405,UBXN2A,UBX domain protein 2A,PROTEIN_CODING,XM_015822556.1,XP_015678042.1
107293412,MRPL40,mitochondrial ribosomal protein L40,PROTEIN_CODING,XM_015822563.1,XP_015678049.1
107293412,MRPL40,mitochondrial ribosomal protein L40,PROTEIN_CODING,XM_015822564.1,XP_015678050.1
107293450,TGDS,"TDP-glucose 4,6-dehydratase",PROTEIN_CODING,XM_015822602.1,XP_015678088.1
107293452,LOC107293452,dystonin,PROTEIN_CODING,XM_029285407.1,XP_029141240.1
107293453,LOC107293453,"dynein heavy chain 5, axonemal",PROTEIN_CODING,XM_015822605.1,XP_015678091.1
107293457,POP5,"POP5 homolog, ribonuclease P/MRP subunit",PROTEIN_CODING,XM_015822609.1,XP_015678095.1
107293541,LOC107293541,protein FRA10AC1,PROTEIN_CODING,XM_015822695.2,XP_015678181.1
107293552,LOC107293552,F-actin-monooxygenase MICAL2,PROTEIN_CODING,XM_029285421.1,XP_029141254.1
107293552,LOC107293552,F-actin-monooxygenase MICAL2,PROTEIN_CODING,XM_029285420.1,XP_029141253.1
107293555,CRHBP,corticotropin releasing hormone binding protein,PROTEIN_CODING,XM_015822708.1,XP_015678194.1
107293567,LOC107293567,amine sulfotransferase,PROTEIN_CODING,XM_015822721.2,XP_015678207.1
107293617,CRTAP,cartilage associated protein,PROTEIN_CODING,XM_015822775.1,XP_015678261.1
107293631,CARNS1,carnosine synthase 1,PROTEIN_CODING,XM_015822787.1,XP_015678273.1
107293642,STAU1,staufen double-stranded RNA binding protein 1,PROTEIN_CODING,XM_015822799.1,XP_015678285.1
107293642,STAU1,staufen double-stranded RNA binding protein 1,PROTEIN_CODING,XM_015822801.1,XP_015678287.1
107293642,STAU1,staufen double-stranded RNA binding protein 1,PROTEIN_CODING,XM_015822802.1,XP_015678288.1
107293642,STAU1,staufen double-stranded RNA binding protein 1,PROTEIN_CODING,XM_015822803.1,XP_015678289.1
107293642,STAU1,staufen double-stranded RNA binding protein 1,PROTEIN_CODING,XM_015822800.1,XP_015678286.1
107293656,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,PROTEIN_CODING,XM_015822816.1,XP_015678302.1
107293656,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,PROTEIN_CODING,XM_015822815.1,XP_015678301.1
107293697,LOC107293697,uncharacterized LOC107293697,PROTEIN_CODING,XM_015822859.1,XP_015678345.1
107293697,LOC107293697,uncharacterized LOC107293697,PROTEIN_CODING,XM_015822858.1,XP_015678344.1
107293713,PDCD6,programmed cell death 6,PROTEIN_CODING,XM_015822874.1,XP_015678360.1
107293713,PDCD6,programmed cell death 6,PROTEIN_CODING,XM_015822875.1,XP_015678361.1
107293720,HSPB3,heat shock protein family B (small) member 3,PROTEIN_CODING,XM_015822883.1,XP_015678369.1
107293724,LOC107293724,uncharacterized LOC107293724,ncRNA,XR_001549031.2,
107293736,PRIM1,DNA primase subunit 1,PROTEIN_CODING,XM_015822899.1,XP_015678385.1
107293738,NACA,nascent polypeptide associated complex subunit alpha,PROTEIN_CODING,XM_015822904.2,XP_015678390.1
107293738,NACA,nascent polypeptide associated complex subunit alpha,PROTEIN_CODING,XM_015822901.1,XP_015678387.1
107293738,NACA,nascent polypeptide associated complex subunit alpha,PROTEIN_CODING,XM_015822902.1,XP_015678388.1
107293738,NACA,nascent polypeptide associated complex subunit alpha,PROTEIN_CODING,XM_015822903.1,XP_015678389.1
107293741,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1,PROTEIN_CODING,XM_015822907.1,XP_015678393.1
107293741,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1,PROTEIN_CODING,XM_015822908.1,XP_015678394.1
107293752,IMMP1L,inner mitochondrial membrane peptidase subunit 1,PROTEIN_CODING,XM_015822929.1,XP_015678415.1
107293752,IMMP1L,inner mitochondrial membrane peptidase subunit 1,PROTEIN_CODING,XM_015822930.1,XP_015678416.1
107293753,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24,PROTEIN_CODING,XM_015822931.1,XP_015678417.1
107293766,LARS2,"leucyl-tRNA synthetase 2, mitochondrial",PROTEIN_CODING,XM_015822945.1,XP_015678431.1
107293783,ISY1,ISY1 splicing factor homolog,PROTEIN_CODING,XM_015822962.1,XP_015678448.1
107293787,LOC107293787,"calcium uptake protein 1, mitochondrial",PROTEIN_CODING,XM_015822965.1,XP_015678451.1
107293789,HK1,hexokinase 1,PROTEIN_CODING,XM_015822970.1,XP_015678456.1
107293789,HK1,hexokinase 1,PROTEIN_CODING,XM_015822969.1,XP_015678455.1
107293820,LZTFL1,leucine zipper transcription factor like 1,PROTEIN_CODING,XM_015823007.1,XP_015678493.1
107293828,SEMA4D,semaphorin 4D,PROTEIN_CODING,XM_015823013.1,XP_015678499.1
107293831,LOC107293831,kelch domain-containing protein 3,PROTEIN_CODING,XM_015823016.1,XP_015678502.1
107293831,LOC107293831,kelch domain-containing protein 3,PROTEIN_CODING,XM_015823017.1,XP_015678503.1
107293831,LOC107293831,kelch domain-containing protein 3,PROTEIN_CODING,XM_015823015.1,XP_015678501.1
107293861,POGLUT2,protein O-glucosyltransferase 2,PROTEIN_CODING,XM_029285478.1,XP_029141311.1
107293861,POGLUT2,protein O-glucosyltransferase 2,PROTEIN_CODING,XM_029285477.1,XP_029141310.1
107293865,CDV3,CDV3 homolog,PROTEIN_CODING,XR_001549035.1,
107293865,CDV3,CDV3 homolog,PROTEIN_CODING,XM_015823060.1,XP_015678546.1
107293865,CDV3,CDV3 homolog,PROTEIN_CODING,XM_015823070.1,XP_015678556.1
107293871,LOC107293871,mitogen-activated protein kinase 1,PROTEIN_CODING,XM_015823062.1,XP_015678548.1
107293905,CFAP100,cilia and flagella associated protein 100,PROTEIN_CODING,XM_015823095.1,XP_015678581.1
107293940,LOC107293940,polycomb complex protein BMI-1,PROTEIN_CODING,XM_015823129.1,XP_015678615.1
107293941,LOC107293941,COMM domain-containing protein 3,PROTEIN_CODING,XM_015823130.1,XP_015678616.1
107293950,SH3BP5,SH3 domain binding protein 5,PROTEIN_CODING,XM_015823143.2,XP_015678629.1
107293970,PIFO,primary cilia formation,PROTEIN_CODING,XM_015823162.1,XP_015678648.1
107293973,MED20,mediator complex subunit 20,PROTEIN_CODING,XM_015823164.1,XP_015678650.1
107293973,MED20,mediator complex subunit 20,PROTEIN_CODING,XM_015823165.1,XP_015678651.1
107293976,LOC107293976,scavenger receptor class A member 5,PROTEIN_CODING,XM_015823169.1,XP_015678655.1
107293987,LOC107293987,protein inturned,PROTEIN_CODING,XM_015823179.1,XP_015678665.1
107293988,LOC107293988,"splicing factor, suppressor of white-apricot homolog",PROTEIN_CODING,XM_015823180.1,XP_015678666.1
107293992,BMT2,base methyltransferase of 25S rRNA 2 homolog,PROTEIN_CODING,XM_015823184.1,XP_015678670.1
107293997,MYOM1,myomesin 1,PROTEIN_CODING,XM_015823190.1,XP_015678676.1
107294012,TSSC4,tumor suppressing subtransferable candidate 4,PROTEIN_CODING,XM_015823207.1,XP_015678693.1
107294012,TSSC4,tumor suppressing subtransferable candidate 4,PROTEIN_CODING,XM_015823209.1,XP_015678695.1
107294012,TSSC4,tumor suppressing subtransferable candidate 4,PROTEIN_CODING,XM_015823210.1,XP_015678696.1
107294012,TSSC4,tumor suppressing subtransferable candidate 4,PROTEIN_CODING,XM_015823208.1,XP_015678694.1
107294012,TSSC4,tumor suppressing subtransferable candidate 4,PROTEIN_CODING,XM_015823211.1,XP_015678697.1
107294012,TSSC4,tumor suppressing subtransferable candidate 4,PROTEIN_CODING,XM_015823213.1,XP_015678699.1
107294022,GGCT,gamma-glutamylcyclotransferase,PROTEIN_CODING,XM_015823251.1,XP_015678737.1
107294022,GGCT,gamma-glutamylcyclotransferase,PROTEIN_CODING,XM_015823243.1,XP_015678729.1
107294022,GGCT,gamma-glutamylcyclotransferase,PROTEIN_CODING,XM_015823236.1,XP_015678722.1
107294022,GGCT,gamma-glutamylcyclotransferase,PROTEIN_CODING,XM_015823228.1,XP_015678714.1
107294037,TRAF3IP1,TRAF3 interacting protein 1,PROTEIN_CODING,XM_015823241.1,XP_015678727.1
107294038,LOC107294038,zinc finger transcription factor Trps1,PROTEIN_CODING,XM_015823242.1,XP_015678728.1
107294055,LOC107294055,histone H2B 8,PROTEIN_CODING,XM_015823261.1,XP_015678747.1
107294086,ANO10,anoctamin 10,PROTEIN_CODING,XM_015823295.1,XP_015678781.1
107294086,ANO10,anoctamin 10,PROTEIN_CODING,XM_015823302.1,XP_015678788.1
107294103,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",PROTEIN_CODING,XM_015823313.1,XP_015678799.1
107294134,TM4SF18,transmembrane 4 L six family member 18,PROTEIN_CODING,XM_015823340.1,XP_015678826.1
107294135,LOC107294135,serine/arginine repetitive matrix protein 2,PROTEIN_CODING,XM_015823341.2,XP_015678827.2
107294174,DCAF4,DDB1 and CUL4 associated factor 4,PROTEIN_CODING,XM_015823383.1,XP_015678869.1
107294182,PTN,pleiotrophin,PROTEIN_CODING,XM_015823391.1,XP_015678877.1
107294182,PTN,pleiotrophin,PROTEIN_CODING,XM_015823392.1,XP_015678878.1
107294189,LOC107294189,C-C chemokine receptor type 5,PROTEIN_CODING,XM_015823410.1,XP_015678896.1
107294189,LOC107294189,C-C chemokine receptor type 5,PROTEIN_CODING,XM_015823402.1,XP_015678888.1
107294238,ZDHHC16,zinc finger DHHC-type palmitoyltransferase 16,PROTEIN_CODING,XM_015823453.1,XP_015678939.1
107294238,ZDHHC16,zinc finger DHHC-type palmitoyltransferase 16,PROTEIN_CODING,XM_015823451.1,XP_015678937.1
107294238,ZDHHC16,zinc finger DHHC-type palmitoyltransferase 16,PROTEIN_CODING,XM_015823452.1,XP_015678938.1
107294301,MED6,mediator complex subunit 6,PROTEIN_CODING,XM_015823524.1,XP_015679010.1
107294302,ORC4,origin recognition complex subunit 4,PROTEIN_CODING,XM_015823526.1,XP_015679012.1
107294302,ORC4,origin recognition complex subunit 4,PROTEIN_CODING,XM_015823525.1,XP_015679011.1
107294302,ORC4,origin recognition complex subunit 4,PROTEIN_CODING,XM_015823527.1,XP_015679013.1
107294326,NDST2,N-deacetylase and N-sulfotransferase 2,PROTEIN_CODING,XM_015823554.1,XP_015679040.1
107294341,AK4,adenylate kinase 4,PROTEIN_CODING,XM_015823570.1,XP_015679056.1
107294341,AK4,adenylate kinase 4,PROTEIN_CODING,XM_015823571.1,XP_015679057.1
107294342,LEPROT,leptin receptor overlapping transcript,PROTEIN_CODING,XM_015823572.1,XP_015679058.1
107294355,LOC107294355,tubulin alpha-8 chain,PROTEIN_CODING,XM_015823588.2,XP_015679074.1
107294372,BET1L,Bet1 golgi vesicular membrane trafficking protein like,PROTEIN_CODING,XM_015823607.1,XP_015679093.1
107294372,BET1L,Bet1 golgi vesicular membrane trafficking protein like,PROTEIN_CODING,XM_015823621.1,XP_015679107.1
107294372,BET1L,Bet1 golgi vesicular membrane trafficking protein like,PROTEIN_CODING,XM_015823615.1,XP_015679101.1
107294381,GLT1D1,glycosyltransferase 1 domain containing 1,PROTEIN_CODING,XM_015823614.1,XP_015679100.1
107294410,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",PROTEIN_CODING,XM_015823641.1,XP_015679127.1
107294417,DHCR24,24-dehydrocholesterol reductase,PROTEIN_CODING,XM_015823649.1,XP_015679135.1
107294467,USP16,ubiquitin specific peptidase 16,PROTEIN_CODING,XM_015823699.1,XP_015679185.1
107294468,RWDD2B,RWD domain containing 2B,PROTEIN_CODING,XM_015823700.1,XP_015679186.1
107294468,RWDD2B,RWD domain containing 2B,PROTEIN_CODING,XM_015823701.1,XP_015679187.1
107294468,RWDD2B,RWD domain containing 2B,PROTEIN_CODING,XM_015823702.1,XP_015679188.1
107294478,MAPK6,mitogen-activated protein kinase 6,PROTEIN_CODING,XM_015823711.1,XP_015679197.1
107294478,MAPK6,mitogen-activated protein kinase 6,PROTEIN_CODING,XM_015823712.1,XP_015679198.1
107294478,MAPK6,mitogen-activated protein kinase 6,PROTEIN_CODING,XM_015823710.1,XP_015679196.1
107294479,LOC107294479,"succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",PROTEIN_CODING,XM_015823715.1,XP_015679201.1
107294511,AK7,adenylate kinase 7,PROTEIN_CODING,XM_015823748.1,XP_015679234.1
107294542,RND3,Rho family GTPase 3,PROTEIN_CODING,XM_015823777.1,XP_015679263.1
107294555,NADSYN1,NAD synthetase 1,PROTEIN_CODING,XM_015823790.1,XP_015679276.1
107294556,LOC107294556,7-dehydrocholesterol reductase,PROTEIN_CODING,XM_015823791.1,XP_015679277.1
